segment_id,annotation_id,start_sec,end_sec,speaker,emotion,vocal_delivery,transcript_len
1490,145,44.23,49.13,Speaker 1,confused,calm,9
1491,145,50.55,56.18,N/A,excited,hesitant,95
1492,145,56.86,62.04,Speaker 2,excited,calm,1
1493,145,63.18,68.08,Speaker 2,frustrated,whisper,95
1494,146,0.0,4.73,Speaker 2,neutral,monotone,12
1495,146,4.96,8.7,Speaker 1,excited,fast,9
1496,146,9.93,14.4,Speaker 1,anxious,fast,56
1497,146,14.89,18.9,Speaker 2,neutral,whisper,68
1498,146,19.86,23.65,Speaker 1,happy,emphatic,88
1499,146,24.82,28.76,Speaker 1,neutral,calm,98
1500,146,29.79,33.82,Speaker 2,sad,hesitant,116
1501,146,34.75,38.58,Speaker 1,neutral,emphatic,3
1502,146,39.71,44.66,Speaker 3,sad,whisper,85
1503,146,44.68,48.25,Speaker 1,angry,whisper,21
1504,146,49.64,53.18,Speaker 1,frustrated,hesitant,71
1505,146,54.61,59.02,Speaker 2,excited,emphatic,15
1506,146,59.57,63.39,Speaker 1,frustrated,hesitant,22
1507,146,64.54,68.03,Speaker 3,neutral,emphatic,27
1508,147,0.0,4.51,Speaker 2,excited,hesitant,98
1509,147,6.32,11.88,Speaker 1,angry,hesitant,12
1510,147,12.64,18.2,N/A,angry,hesitant,22
1511,147,18.95,24.58,Speaker 3,confused,calm,42
1512,147,25.27,29.73,N/A,excited,monotone,81
1513,147,31.59,37.42,Speaker 1,sad,calm,78
1514,147,37.91,43.77,Speaker 1,anxious,fast,94
1515,147,44.23,49.46,Speaker 2,happy,calm,17
1516,147,50.55,55.68,Speaker 3,sad,fast,48
1517,147,56.86,61.67,Speaker 1,sad,whisper,76
1518,147,63.18,69.48,N/A,frustrated,fast,35
1519,148,0.0,3.84,Speaker 2,sad,monotone,111
1520,148,4.46,8.09,Speaker 3,angry,emphatic,80
1521,148,8.92,12.05,N/A,happy,fast,6
1522,148,13.38,17.36,Speaker 2,sad,fast,11
1523,148,17.84,21.2,Speaker 2,sad,monotone,10
1524,148,22.31,26.0,N/A,anxious,fast,92
1525,148,26.77,30.15,N/A,angry,monotone,31
1526,148,31.23,34.76,N/A,sad,hesitant,110
1527,148,35.69,39.86,Speaker 1,frustrated,emphatic,48
1528,148,40.15,43.5,N/A,excited,monotone,78
1529,148,44.61,48.72,Speaker 2,confused,calm,97
1530,148,49.07,52.71,Speaker 1,anxious,monotone,68
1531,148,53.53,56.86,Speaker 2,anxious,emphatic,59
1532,148,57.99,61.53,Speaker 3,excited,monotone,77
1533,148,62.46,66.22,Speaker 3,angry,whisper,60
1534,148,66.92,70.3,Speaker 2,neutral,calm,110
1535,148,71.38,75.17,Speaker 3,confused,emphatic,118
1536,148,75.84,79.52,N/A,frustrated,emphatic,62
1537,149,0.0,5.48,Speaker 3,confused,whisper,88
1538,149,5.55,10.05,Speaker 1,excited,emphatic,94
1539,149,11.11,15.41,N/A,neutral,laughing,46
1540,149,16.66,21.6,Speaker 1,angry,hesitant,77
1541,149,22.22,26.86,Speaker 2,anxious,fast,77
1542,149,27.77,32.62,Speaker 2,neutral,calm,98
1543,149,33.32,37.36,N/A,excited,whisper,75
1544,149,38.88,44.39,Speaker 1,sad,emphatic,21
1545,149,44.43,49.7,Speaker 3,anxious,monotone,68
1546,149,49.98,54.97,N/A,anxious,whisper,52
1547,149,55.54,60.68,Speaker 1,happy,whisper,73
1548,149,61.09,66.27,Speaker 3,angry,hesitant,95
1549,149,66.65,70.88,N/A,anxious,calm,21
1550,150,0.0,3.85,Speaker 2,confused,fast,64
1551,150,4.22,8.37,N/A,sad,fast,25
1552,150,8.44,11.47,Speaker 2,sad,hesitant,115
1553,150,12.66,16.72,N/A,happy,laughing,81
1554,150,16.88,20.04,Speaker 3,happy,emphatic,15
1555,151,0.0,3.71,Speaker 3,neutral,whisper,74
1556,151,5.28,10.22,Speaker 1,happy,fast,66
1557,151,10.55,15.5,N/A,anxious,emphatic,60
1558,151,15.83,20.72,N/A,frustrated,hesitant,87
1559,152,0.0,3.31,Speaker 1,confused,laughing,89
1560,152,3.52,6.4,Speaker 2,neutral,monotone,15
1561,152,7.03,10.41,Speaker 3,sad,hesitant,57
1562,152,10.55,13.66,N/A,excited,whisper,24
1563,152,14.07,16.53,Speaker 3,neutral,whisper,46
1564,152,17.58,20.97,Speaker 3,confused,fast,77
1565,153,0.0,5.22,Speaker 2,angry,laughing,66
1566,153,6.62,13.0,Speaker 1,angry,emphatic,101
1567,153,13.25,18.06,N/A,angry,emphatic,14
1568,153,19.88,25.47,Speaker 2,sad,fast,21
1569,153,26.5,32.63,Speaker 1,happy,emphatic,91
1570,153,33.12,37.82,Speaker 3,excited,laughing,35
1571,153,39.75,44.83,Speaker 3,confused,whisper,15
1572,153,46.38,52.34,N/A,happy,laughing,88
1573,153,53.0,58.3,Speaker 2,happy,whisper,43
1574,153,59.62,65.01,N/A,excited,laughing,29
1575,153,66.25,71.33,Speaker 1,anxious,calm,14
1576,153,72.88,77.69,Speaker 2,happy,monotone,47
1577,154,0.0,3.01,Speaker 3,angry,monotone,84
1578,154,3.79,7.12,Speaker 2,happy,emphatic,1
1579,154,7.57,10.83,N/A,frustrated,fast,104
1580,154,11.36,15.08,Speaker 2,confused,whisper,58
1581,154,15.14,17.96,Speaker 3,angry,whisper,85
1582,154,18.93,22.54,Speaker 1,frustrated,hesitant,64
1583,154,22.71,26.49,Speaker 1,anxious,laughing,90
1584,154,26.5,29.8,Speaker 2,confused,hesitant,90
1585,154,30.29,34.03,Speaker 1,frustrated,fast,105
1586,154,34.07,37.54,Speaker 2,neutral,laughing,99
1587,154,37.86,40.71,N/A,excited,hesitant,104
1588,154,41.64,45.04,Speaker 2,neutral,monotone,50
1589,154,45.43,48.46,N/A,frustrated,laughing,50
1590,154,49.21,52.31,Speaker 3,anxious,whisper,118
1591,154,53.0,55.87,N/A,happy,fast,41
1592,154,56.79,60.29,Speaker 1,anxious,emphatic,83
1593,154,60.57,63.41,Speaker 2,confused,whisper,61
1594,154,64.36,67.34,Speaker 2,sad,fast,102
1595,154,68.14,71.64,Speaker 1,frustrated,whisper,109
1596,154,71.93,75.23,Speaker 2,excited,emphatic,86
1597,154,75.71,79.32,Speaker 1,happy,hesitant,60
1598,155,0.0,3.41,Speaker 3,angry,whisper,95
1599,155,4.17,7.55,Speaker 1,confused,laughing,104
1600,155,8.33,12.06,Speaker 3,confused,hesitant,1
1601,155,12.5,15.57,Speaker 1,happy,emphatic,82
1602,155,16.67,20.42,Speaker 2,neutral,monotone,73
1603,155,20.83,24.98,N/A,anxious,whisper,95
1604,155,25.0,28.03,Speaker 2,excited,emphatic,82
1605,155,29.17,32.96,Speaker 3,angry,calm,41
1606,155,33.33,36.33,Speaker 2,excited,laughing,89
1607,155,37.5,40.44,N/A,happy,monotone,107
1608,155,41.67,45.31,Speaker 1,sad,whisper,114
1609,155,45.83,48.9,Speaker 2,neutral,monotone,57
1610,155,50.0,53.92,Speaker 1,neutral,fast,73
1611,155,54.17,57.34,Speaker 2,happy,monotone,32
1612,155,58.33,62.31,Speaker 1,happy,calm,64
1613,155,62.5,65.79,Speaker 2,excited,whisper,0
1614,155,66.67,69.89,Speaker 1,anxious,whisper,68
1615,155,70.83,74.31,N/A,frustrated,monotone,116
1616,156,0.0,2.42,Speaker 2,angry,monotone,70
1617,156,3.26,5.75,Speaker 3,anxious,fast,93
1618,156,6.52,9.41,Speaker 1,anxious,hesitant,48
1619,156,9.78,12.7,Speaker 2,excited,emphatic,10
1620,156,13.04,16.25,N/A,angry,monotone,26
1621,156,16.3,18.66,Speaker 3,sad,whisper,47
1622,156,19.57,22.4,Speaker 2,excited,laughing,19
1623,156,22.83,25.42,N/A,excited,calm,77
1624,156,26.09,28.61,Speaker 3,happy,monotone,14
1625,156,29.35,32.3,N/A,happy,hesitant,81
1626,156,32.61,34.98,Speaker 3,anxious,fast,111
1627,156,35.87,38.93,Speaker 3,neutral,calm,48
1628,156,39.13,42.37,Speaker 2,excited,calm,100
1629,156,42.39,45.58,Speaker 2,anxious,monotone,105
1630,156,45.65,48.72,Speaker 1,frustrated,whisper,73
1631,156,48.91,52.04,Speaker 3,happy,calm,21
1632,156,52.17,54.77,N/A,angry,hesitant,103
1633,156,55.43,58.44,N/A,confused,monotone,16
1634,156,58.7,61.23,Speaker 2,angry,fast,48
1635,156,61.96,64.79,Speaker 3,neutral,whisper,81
1636,156,65.22,68.45,Speaker 2,excited,whisper,58
1637,156,68.48,70.94,Speaker 3,confused,monotone,36
1638,156,71.74,74.29,N/A,sad,hesitant,81
1639,157,0.0,4.93,Speaker 2,happy,fast,73
1640,157,6.82,11.71,Speaker 3,confused,laughing,111
1641,157,13.64,18.43,N/A,angry,emphatic,63
1642,157,20.45,26.28,Speaker 1,excited,calm,78
1643,157,27.27,32.43,Speaker 1,excited,whisper,68
1644,157,34.09,40.4,Speaker 2,neutral,monotone,57
1645,157,40.91,47.65,Speaker 2,angry,calm,46
1646,157,47.73,54.22,Speaker 3,neutral,emphatic,63
1647,157,54.55,60.09,Speaker 3,happy,hesitant,116
1648,157,61.36,67.53,Speaker 1,anxious,hesitant,61
1649,157,68.18,73.55,Speaker 2,neutral,whisper,80
1650,158,0.0,2.48,Speaker 1,neutral,hesitant,113
1651,158,3.14,6.01,N/A,frustrated,calm,12
1652,158,6.27,8.88,Speaker 2,happy,monotone,65
1653,158,9.41,12.45,N/A,happy,emphatic,0
1654,158,12.55,14.89,Speaker 3,sad,emphatic,50
1655,158,15.69,18.24,Speaker 3,excited,fast,68
1656,158,18.82,21.79,Speaker 1,confused,whisper,107
1657,158,21.96,24.57,Speaker 2,frustrated,whisper,55
1658,158,25.1,27.3,Speaker 2,happy,fast,36
1659,158,28.24,30.47,N/A,excited,whisper,42
1660,158,31.37,34.42,Speaker 2,sad,emphatic,85
1661,158,34.51,37.63,Speaker 1,excited,emphatic,70
1662,158,37.65,40.31,Speaker 2,frustrated,laughing,97
1663,158,40.79,43.72,N/A,excited,fast,14
1664,158,43.93,47.02,Speaker 1,angry,fast,44
1665,158,47.06,49.73,Speaker 2,neutral,whisper,106
1666,158,50.2,52.72,Speaker 1,excited,emphatic,37
1667,158,53.34,55.8,Speaker 1,excited,fast,79
1668,158,56.48,58.81,Speaker 2,sad,hesitant,98
1669,158,59.61,61.92,Speaker 3,sad,whisper,105
1670,158,62.75,65.35,N/A,happy,whisper,93
1671,158,65.89,68.56,Speaker 2,sad,laughing,75
1672,158,69.03,71.81,Speaker 2,sad,calm,16
1673,158,72.16,74.74,Speaker 3,sad,fast,54
1674,159,0.0,2.59,Speaker 2,sad,hesitant,54
1675,159,3.27,6.04,N/A,neutral,hesitant,14
1676,159,6.55,9.1,Speaker 3,frustrated,whisper,53
1677,159,9.82,12.36,Speaker 1,angry,calm,0
1678,159,13.1,15.44,Speaker 3,sad,hesitant,60
1679,159,16.37,18.94,Speaker 1,excited,fast,32
1680,159,19.64,22.87,Speaker 3,frustrated,hesitant,14
1681,159,22.92,25.3,Speaker 1,angry,hesitant,46
1682,159,26.19,29.21,Speaker 3,frustrated,fast,83
1683,159,29.47,32.03,N/A,happy,calm,16
1684,159,32.74,35.65,Speaker 1,neutral,monotone,116
1685,159,36.01,39.17,Speaker 2,sad,whisper,57
1686,159,39.29,42.49,Speaker 1,frustrated,hesitant,92
1687,159,42.56,45.32,Speaker 2,angry,calm,16
1688,159,45.83,48.31,Speaker 3,frustrated,hesitant,57
1689,159,49.11,52.02,Speaker 1,excited,calm,61
1690,159,52.38,55.09,Speaker 1,angry,monotone,35
1691,159,55.66,58.63,Speaker 2,anxious,calm,72
1692,159,58.93,61.28,Speaker 2,excited,emphatic,87
1693,159,62.2,65.02,Speaker 1,angry,emphatic,96
1694,159,65.48,68.27,N/A,excited,monotone,34
1695,159,68.75,71.25,Speaker 1,angry,monotone,27
1696,159,72.03,74.9,Speaker 1,confused,monotone,90
1697,160,0.0,4.07,Speaker 3,angry,hesitant,111
1698,160,4.14,8.02,Speaker 2,sad,monotone,14
1699,160,8.28,11.18,Speaker 3,frustrated,hesitant,10
1700,160,12.42,16.49,Speaker 3,angry,emphatic,114
1701,160,16.56,20.22,Speaker 3,neutral,whisper,104
1702,160,20.7,23.61,Speaker 3,sad,whisper,35
1703,160,24.84,27.96,Speaker 1,happy,whisper,95
1704,160,28.98,32.73,Speaker 3,sad,laughing,56
1705,160,33.12,36.29,Speaker 3,sad,monotone,80
1706,160,37.26,41.16,N/A,angry,emphatic,29
1707,160,41.4,45.2,N/A,frustrated,fast,115
1708,160,45.54,49.03,N/A,angry,emphatic,23
1709,160,49.68,53.59,Speaker 2,sad,monotone,62
1710,160,53.82,57.89,Speaker 2,anxious,calm,39
1711,160,57.96,61.06,Speaker 2,excited,whisper,77
1712,161,0.0,4.63,N/A,excited,calm,14
1713,161,5.26,10.25,Speaker 1,angry,fast,98
1714,161,10.52,14.33,Speaker 2,neutral,laughing,1
1715,161,15.78,20.97,Speaker 1,frustrated,laughing,90
1716,161,21.04,24.86,Speaker 2,confused,laughing,72
1717,161,26.3,31.39,Speaker 2,anxious,hesitant,61
1718,161,31.56,35.49,Speaker 1,anxious,whisper,69
1719,161,36.82,40.7,Speaker 1,happy,monotone,37
1720,161,42.08,45.92,N/A,angry,calm,116
1721,161,47.34,51.38,Speaker 2,excited,emphatic,18
1722,161,52.6,56.84,Speaker 3,sad,whisper,49
1723,161,57.86,62.63,Speaker 1,confused,fast,14
1724,161,63.12,67.16,Speaker 3,frustrated,calm,78
1725,161,68.38,72.59,Speaker 3,happy,calm,77
1726,161,73.64,77.56,N/A,frustrated,monotone,23
1727,162,0.0,4.07,Speaker 1,neutral,laughing,119
1728,162,4.15,8.28,Speaker 2,frustrated,fast,49
1729,162,8.31,11.77,N/A,happy,calm,73
1730,162,12.46,15.9,Speaker 3,angry,calm,41
1731,162,16.61,20.76,Speaker 2,excited,hesitant,40
1732,162,20.76,24.29,N/A,excited,monotone,101
1733,162,24.92,28.62,Speaker 2,sad,emphatic,53
1734,162,29.07,32.66,N/A,sad,emphatic,10
1735,162,33.22,36.85,N/A,sad,whisper,11
1736,162,37.37,40.57,Speaker 1,sad,laughing,2
1737,162,41.53,44.88,N/A,angry,calm,7
1738,162,45.68,49.72,Speaker 3,angry,hesitant,58
1739,162,49.83,52.92,N/A,sad,fast,105
1740,162,53.98,57.17,Speaker 2,happy,whisper,90
1741,162,58.14,61.22,Speaker 1,excited,hesitant,6
1742,162,62.29,66.07,Speaker 1,confused,laughing,76
1743,162,66.44,70.43,Speaker 1,angry,hesitant,18
1744,162,70.59,73.6,Speaker 1,neutral,monotone,106
1745,162,74.75,78.67,Speaker 2,angry,emphatic,95
1746,163,0.0,5.35,Speaker 2,neutral,whisper,4
1747,163,6.8,12.79,Speaker 2,angry,calm,50
1748,163,13.6,20.06,N/A,anxious,monotone,64
1749,163,20.4,25.78,Speaker 2,excited,fast,34
1750,163,27.2,33.95,N/A,angry,whisper,27
1751,163,34.0,39.58,Speaker 1,sad,emphatic,23
1752,164,0.0,4.37,Speaker 3,excited,fast,34
1753,164,5.83,10.1,Speaker 1,frustrated,monotone,99
1754,164,11.66,17.22,Speaker 1,sad,hesitant,20
1755,164,17.49,22.51,Speaker 1,sad,monotone,1
1756,164,23.31,28.72,Speaker 3,sad,monotone,25
1757,164,29.14,34.34,Speaker 1,sad,hesitant,10
1758,164,34.97,40.76,Speaker 1,confused,calm,6
